INSTNM,CITY,STABBR,ZIP,INSTURL,NPCURL,LATITUDE,LONGITUDE,ADM_RATE_ALL,ACTCMMID,SAT_AVG_ALL,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,COST,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,DEBT_MDN,C100_4,UGDS_MEN,UGDS_WOMEN,C100_41
New Mexico Institute of Mining and Technology,Socorro,NM,87801,www.nmt.edu,www.nmt.edu/images/stories/financial_aid/npcalc.htm,34.066035,-106.907491,0.363908275,26,1193,1525,1238,0.5587,0.0236,0.2754,0.0262,0.0302,0.0013,0.04,0.0354,0.0092,0.6464,0.0139,0.0339,0.0321,0.2546,0.0178,0.0097,0.7076,0.0105,0.0242,0.0363,0.1939,18762,0,18762,6256,18184,NULL,9038.5,0.2203,0.7311,0.2689,22.03
Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,46805-1499,www.ipfw.edu,www.ipfw.edu/offices/financial-aid/calculator/,41.115418,-85.111747,0.908741878,22,1002,9314,9772,0.8295,0.051,0.048,0.0233,0.0021,0.0002,0.0251,0.0159,0.0048,0.8337,0.0726,0.0212,0.0044,0.033,0.0305,0,0.8896,0.0446,0.0114,0.0031,0.0209,18755,0,18755,7949,19092,NULL,14875,0.0713,0.4595,0.5405,7.13
Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,www.tamucc.edu,prospect.tamucc.edu/cost.html,27.718601,-97.331933,0.846173149,21,970,9074,5329,0.383,0.0554,0.4781,0.0223,0.003,0.0001,0.018,0.0291,0.0111,0.4753,0.0501,0.0285,0.0057,0.4077,0.0088,0,0.5517,0.0236,0.0199,0.0056,0.3903,18745,0,18745,7655,16283,NULL,12187,0.1953,0.4145,0.5855,19.53
Minnesota State University Moorhead,Moorhead,MN,56563,www.mnstate.edu,www.mnstate.edu/admissions/netpricecalculator.aspx,46.866482,-96.763376,0.841911765,23,1049,5496,7044,0.7773,0.0275,0.0269,0.0131,0.0078,0.0004,0.024,0.0722,0.0508,0.8418,0.0254,0.0139,0.0137,0.0129,0.0192,0.1667,0.7781,0.0062,0.0078,0.0118,0.0102,18680,0,18680,7816,14714,NULL,15700,0.2335,0.3945,0.6055,23.35
Henderson State University,Arkadelphia,AR,71999-0001,www.hsu.edu,www.hsu.edu/net-price-calculator/,34.127792,-93.060313,0.62783534,21,989,3226,3182,0.6569,0.2365,0.0422,0.0071,0.0015,0,0.0453,0.0096,0.0009,0,0,0,0,0,0.0207,0.005,0.8045,0.1452,0.0057,0.0091,0.0097,18679,0,18679,7860,14220,NULL,9500,0.1851,0.4476,0.5524,18.51
Lane College,Jackson,TN,38301-4598,www.lanecollege.edu,www.lanecollege.edu/lanepage2.asp?id=050002035,35.628197,-88.806832,0.432728518,16,762,1262,702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.9986,0,0,0,18673,0,18673,9780,9780,NULL,15000,0.1923,0.5198,0.4802,19.23
California State University-Northridge,Northridge,CA,91330,www.csun.edu,https://secure.csumentor.edu/finaid/pais/,34.23671,-118.526817,0.528574852,19,914,35409,22553,0.2446,0.0566,0.4181,0.1125,0.0015,0.0021,0.0331,0.0827,0.0489,0.2937,0.0806,0.1203,0.0034,0.3171,0.0314,0.1615,0.3228,0.0811,0.143,0.0061,0.2541,18665,0,18665,6549,17709,NULL,11509,0.119,0.4587,0.5413,11.9
University of North Carolina at Greensboro,Greensboro,NC,27402-6170,www.uncg.edu,fia.uncg.edu/NetPrice/npcalc.htm,36.067503,-79.809844,0.607270916,23,1043,14497,10109,0.5457,0.2705,0.0684,0.0456,0.0037,0.0012,0.0426,0.0185,0.0038,0,0,0,0,0,0.0111,0.0181,0.7386,0.1873,0.0248,0.0046,0.0154,18640,0,18640,6454,21316,NULL,15250,0.3072,0.3403,0.6597,30.72
Cleary University,Howell,MI,48843,www.cleary.edu,www.cleary.edu/npcalc/index.html,42.586573,-83.881516,0.792899408,21,990,438,337,0.8059,0.0662,0.0251,0.0137,0,0,0,0.0137,0.0753,0.7029,0.0831,0.0112,0.0048,0.0192,0,0.1217,0.7626,0.092,0.0089,0.0059,0.0089,18625,0,18625,19200,19200,NULL,19640,0.3226,0.4749,0.5251,32.26
University of Northern Iowa,Cedar Falls,IA,50614-0005,www.uni.edu,https://cgi.access.uni.edu/cgi-bin/calc_aid/calc_aid.cgi,42.514923,-92.459703,0.777186312,23,1050,9882,12413,0.8522,0.0286,0.0338,0.0086,0.002,0.0007,0.0191,0.0362,0.0187,0,0,0,0,0,0.0148,0,0.9393,0.0233,0.0102,0.0026,0.0098,18618,0,18618,7749,17647,NULL,17000,0.3788,0.4358,0.5642,37.88
University of North Carolina at Asheville,Asheville,NC,28804-8510,www.unca.edu,www2.unca.edu/ir/npcalc/,35.616618,-82.565259,0.731391586,26,1191,3425,3245,0.821,0.0336,0.0455,0.0169,0.0035,0.0006,0.0342,0.0038,0.0409,0,0,0,0,0,0.0133,0.0148,0.9066,0.0361,0.0111,0.0052,0.0129,18574,0,18574,6392,21263,NULL,14250,0.384,0.4444,0.5556,38.4
Bemidji State University,Bemidji,MN,56601,www.bemidjistate.edu,www.mnscu.edu/admissions/calculator/bemidji.html,47.482505,-94.874529,0.935272045,22,1010,4386,3889,0.8536,0.0176,0.0201,0.0091,0.0269,0.0002,0.0308,0.0194,0.0223,0.8911,0.0112,0.0109,0.0392,0.0067,0.0537,0.1378,0.7565,0.0049,0.0059,0.0347,0.0064,18549,0,18549,8134,8134,NULL,12602.5,0.2653,0.4421,0.5579,26.53
Western Carolina University,Cullowhee,NC,28723-9646,www.wcu.edu,www.collegeportraits.org/NC/WCU/estimator,35.311102,-83.182104,0.431094947,22,1035,8603,5611,0.7965,0.0643,0.0507,0.0131,0.0083,0.0012,0.0341,0.0212,0.0108,0,0,0,0,0,0.0201,0.0059,0.8829,0.054,0.0082,0.0198,0.0091,18549,0,18549,6305,16698,NULL,15000,0.3982,0.459,0.541,39.82
University of South Alabama,Mobile,AL,36688-0002,www.southalabama.edu,instresrch.usouthal.edu/npc/,30.695081,-88.18189,0.833485819,23,1048,11267,9232,0.6149,0.2374,0.0276,0.0345,0.0065,0.0013,0.0247,0.0382,0.0149,0,0,0,0,0,0.0582,0,0.7391,0.1515,0.0276,0.0093,0.0143,18525,0,18525,7188,14076,NULL,13000,0.1538,0.4388,0.5612,15.38
Albany State University,Albany,GA,31705,www.asurams.edu/,gateway.asurams.edu/calculator/,31.571395,-84.14306,0.472910542,18,875,3261,3129,0.0485,0.9003,0.0132,0.0015,0.0018,0.0003,0.0061,0.0018,0.0264,0,0,0,0,0,0.0035,0,0.0377,0.9533,0.0006,0.0013,0.0035,18488,0,18488,5192,15196,NULL,24370.5,0.1038,0.3275,0.6725,10.38
University of Southern Indiana,Evansville,IN,47712,www.usi.edu,https://usi.collegecosts.com/Estimator/Agreement,37.966188,-87.67666,0.713428228,22,1001,8233,8539,0.8581,0.0448,0.0233,0.0119,0.0023,0.0007,0.0202,0.0179,0.0208,0,0,0,0,0,0.0045,0,0.9502,0.0327,0.0063,0.0012,0.0052,18469,0,18469,6957,16297,NULL,13500,0.1677,0.3969,0.6031,16.77
University of Wisconsin-Stout,Menomonie,WI,54751,www.uwstout.edu,www.uwstout.edu/static/finaid/vsa/,44.88861,-91.929461,0.90801964,23,1050,8094,7240,0.8771,0.0151,0.0232,0.034,0.0031,0.0015,0.018,0.025,0.0031,0,0,0,0,0,0.0106,0,0.9528,0.008,0.0163,0.0043,0.008,18461,0,18461,9025,16771,NULL,17707.5,0.1917,0.535,0.465,19.17
Georgia Southwestern State University,Americus,GA,31709-4693,https://gsw.edu/,https://gsw.edu/Assets/FinancialAid/FinAidNetCalc.html,32.058198,-84.217755,0.696352841,21,970,2415,1981,0.6277,0.282,0.0402,0.0095,0.0012,0.0017,0.0153,0.0178,0.0046,0,0,0,0,0,0.0242,0,0.6779,0.2812,0.0086,0.002,0.0061,18389,0,18389,5158,15163,NULL,15000,0.1005,0.3644,0.6356,10.05
Saginaw Valley State University,University Center,MI,48710,www.svsu.edu,www.svsu.edu/financialaid/home.html,43.55187,-83.96434,0.799553144,22,1030,8453,7059,0.7208,0.1064,0.0354,0.0071,0.0035,0.0005,0.018,0.0479,0.0605,0,0,0,0,0,0.0365,0.0337,0.8326,0.0581,0.0071,0.0045,0.0275,18378,0,18378,8691,20409,NULL,17021,0.0874,0.4217,0.5783,8.74
University of Central Arkansas,Conway,AR,72035-0001,www.uca.edu,uca.edu/financialaid/financial-aid-net-price-calculator/,35.078196,-92.45931,0.942635659,23,1049,9232,7471,0.6545,0.1969,0.0434,0.0168,0.0048,0.001,0.0336,0.0379,0.0112,0,0,0,0,0,0.0284,0.0056,0.7889,0.1442,0.0119,0.0095,0.0115,18354,0,18354,7889,13806,NULL,11000,0.214,0.4131,0.5869,21.4
North Carolina Central University,Durham,NC,27707,www.nccu.edu,www.nccu.edu/admissionsandaid/tuitionandfees/,35.974237,-78.898602,0.432153655,19,886,5554,4057,0.0623,0.8279,0.0286,0.0095,0.0043,0.0004,0.0371,0.0041,0.0257,0,0,0,0,0,0.0165,0.0111,0.0695,0.8898,0.0049,0.0025,0.0057,18354,0,18354,5526,16941,NULL,23485.5,0.2183,0.3344,0.6656,21.83
University of South Florida-St Petersburg,St. Petersburg,FL,33701-9807,www.usfsp.edu,usfweb2.usf.edu/finaid/npc/npcalc.htm,27.762618,-82.635657,0.509441247,26,1161,3829,NULL,0.6751,0.0739,0.1525,0.0405,0.0029,0.0042,0.0326,0.0042,0.0141,0.7636,0.0715,0.0444,0.0033,0.0954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18325,0,18325,5821,16735,NULL,16500,0.1684,0.3902,0.6098,16.84
Southern Utah University,Cedar City,UT,84720,www.suu.edu/,www.collegeportraits.org/UT/SUU/estimator/agree,37.674617,-113.070146,0.61030479,23,1063,5514,5729,0.7909,0.0152,0.0506,0.0082,0.0132,0.012,0.0091,0.053,0.0479,0,0,0,0,0,0.0222,0.0017,0.9326,0.0054,0.0115,0.0099,0.0166,18315,0,18315,6138,18596,NULL,8000,0.2041,0.4719,0.5281,20.41
Worcester State University,Worcester,MA,01602-2597,www.worcester.edu,www.worcester.edu/NetPriceCalculator/npcalc.htm,42.267534,-71.844019,0.613035113,22,997,5063,4569,0.7178,0.0695,0.0914,0.0383,0.0055,0.0006,0.0241,0.0083,0.0444,0.7991,0.0591,0.0337,0.0052,0.0594,0.0214,0.0628,0.7951,0.0433,0.0346,0.005,0.0376,18252,0,18252,8557,14637,NULL,13949,0.3124,0.4043,0.5957,31.24
California State University-Sacramento,Sacramento,CA,95819-2694,www.csus.edu,www.csumentor.edu/finaid/pais/,38.55745,-121.42194,0.72649652,20,937,26400,20342,0.3028,0.0567,0.276,0.2112,0.0041,0.0091,0.0628,0.0181,0.0592,0.4054,0.0695,0.2023,0.0073,0.1723,0.0184,0.1332,0.4486,0.0656,0.1909,0.0118,0.1314,18241,0,18241,6648,17808,NULL,13479,0.0753,0.4366,0.5634,7.53
North Carolina A & T State University,Greensboro,NC,27411,www.ncat.edu,www.ncat.edu/admissions/financial-aid/netprice-calculator/npcalc.htm,36.076737,-79.770152,0.570035336,19,910,8894,6850,0.0442,0.8441,0.0236,0.007,0.0031,0,0.0282,0.0217,0.0281,0,0,0,0,0,0.0064,0.0045,0.0587,0.9171,0.0063,0.0032,0.0038,18198,0,18198,5642,18402,NULL,19326,0.2148,0.4505,0.5495,21.48
Morehead State University,Morehead,KY,40351,www.moreheadstate.edu,www.moreheadstate.edu/netprice/,38.188462,-83.429742,0.84434683,22,1029,7212,6747,0.9027,0.0409,0.0134,0.0031,0.0018,0.0011,0.0136,0.0104,0.013,0.9333,0.0334,0.0031,0.0036,0.0069,0.0104,0,0.9413,0.0368,0.0034,0.0037,0.0044,18191,0,18191,7866,19666,NULL,14102,0.2405,0.401,0.599,24.05
Alabama State University,Montgomery,AL,36104-0271,www.alasu.edu,www.alasu.edu/cost-aid/forms/calculator/index.aspx,32.364317,-86.295677,0.532646944,18,851,4811,4348,0.0158,0.9208,0.0121,0.0019,0.001,0.0006,0.0098,0.0243,0.0137,0,0,0,0,0,0.003,0.0313,0.0435,0.9172,0.0018,0.0005,0.0028,18184,0,18184,8720,15656,NULL,14362,0.0752,0.3877,0.6123,7.52
Eastern Kentucky University,Richmond,KY,40475-3102,www.eku.edu,finaid.eku.edu,37.740396,-84.301356,0.738747954,22,1008,13323,13285,0.8469,0.0622,0.0206,0.0089,0.0032,0.0011,0.0233,0.017,0.0168,0.8985,0.0531,0.0117,0.0031,0.0108,0.0098,0.0184,0.9131,0.0465,0.0043,0.0033,0.0046,18181,0,18181,7920,17448,NULL,14213,0.193,0.4438,0.5562,19.3
Colorado Mesa University,Grand Junction,CO,81501-3122,www.coloradomesa.edu,www.coloradomesa.edu/finaid/finaidest.html,39.076354,-108.540281,0.822670966,21,970,8413,5092,0.7177,0.0252,0.1551,0.014,0.0078,0.0064,0.0363,0.0059,0.0315,0.7656,0.0218,0.0271,0.0221,0.085,0.0075,0.0265,0.8525,0.0145,0.0141,0.0114,0.0734,18169,0,18169,7116,17720,NULL,10796,0.1619,0.4656,0.5344,16.19
University of Wyoming,Laramie,WY,82071,www.uwyo.edu,https://www.uwyo.edu/sfa/net-price-calculator/npcalc.htm,41.311943,-105.57204,0.97659422,25,1118,9910,8550,0.7791,0.0105,0.067,0.0132,0.0057,0.0029,0.026,0.0411,0.0545,0,0,0,0,0,0.0149,0.0826,0.8378,0.0095,0.0097,0.0116,0.034,18145,0,18145,4646,14876,NULL,12000,0.2437,0.4825,0.5175,24.37
Saint Cloud State University,Saint Cloud,MN,56301-4498,www.stcloudstate.edu,www.mnscu.edu/admissions/calculator/stcloudstate.html,45.552418,-94.153,0.821915502,22,1010,10878,13949,0.7464,0.0644,0.029,0.0558,0.0041,0.0005,0.0308,0.0602,0.0089,0.8324,0.0442,0.0288,0.0077,0.013,0.0536,0.1625,0.7454,0.0115,0.0144,0.0057,0.007,18142,0,18142,7553,15195,NULL,15000,0.1815,0.4972,0.5028,18.15
Northern State University,Aberdeen,SD,57401-7198,www.northern.edu,www.northern.edu/financialaid/Pages/costcalc.aspx,45.452555,-98.4837,0.828861494,22,1025,1693,2861,0.8435,0.023,0.0319,0.0112,0.0207,0.003,0.0219,0.0425,0.0024,0,0,0,0,0,0.0112,0.0678,0.8378,0.0049,0.0119,0.0605,0.0059,18137,0,18137,7563,10042,NULL,12500,0.1953,0.4282,0.5718,19.53
SUNY Buffalo State,Buffalo,NY,14222,suny.buffalostate.edu/,financialaid.buffalostate.edu/net-price-calculator,42.934199,-78.88067,0.61547014,22,939,9185,9386,0.5641,0.2461,0.1114,0.0238,0.0039,0.0016,0.0321,0.0147,0.0023,0,0,0.0142,0,0,0.0068,0.0966,0.7276,0.1138,0.0136,0.0065,0.0351,18129,0,18129,7347,16997,NULL,15000,0.2243,0.4327,0.5673,22.43
University of Central Missouri,Warrensburg,MO,64093,www.ucmo.edu,www.ucmo.edu/calcs/,38.755882,-93.737445,0.779488291,22,1010,9017,9150,0.6538,0.0835,0.0284,0.0087,0.0021,0.0007,0.0265,0.0235,0.1729,0.8195,0.077,0.01,0.0068,0.0181,0.0338,0.0158,0.8738,0.0481,0.0105,0.0056,0.0125,18112,0,18112,7265,13659,NULL,15000,0.2925,0.4495,0.5505,29.25
The University of Montana,Missoula,MT,59812,www.umt.edu,www.collegeportraits.org/MT/UM/estimator/agree,46.861074,-113.98294,0.927221703,23,1075,10969,10666,0.7967,0.0078,0.0408,0.0114,0.0309,0.0025,0.0401,0.0249,0.0449,0.8297,0.0066,0.0151,0.0386,0.0163,0.0269,0.0369,0.8778,0.0046,0.0105,0.0305,0.0128,18059,0,18059,6099,22372,NULL,14500,0.252,0.4643,0.5357,25.2
University of North Carolina at Charlotte,Charlotte,NC,28223-0001,www.uncc.edu,calculator.uncc.edu/npcalc.htm,35.306834,-80.73579,0.640871236,23,1079,22120,14388,0.6048,0.1685,0.0808,0.0547,0.0033,0.0012,0.0354,0.0233,0.028,0,0,0,0,0,0.0252,0,0.7304,0.1729,0.0493,0.0042,0.0179,18044,0,18044,6277,19448,NULL,16000,0.2504,0.521,0.479,25.04
West Texas A & M University,Canyon,TX,79016-0001,www.wtamu.edu,apps.wtamu.edu/calculator/,34.981996,-101.9158,0.674245319,21,970,7121,5623,0.6159,0.0566,0.2458,0.0136,0.0053,0.001,0.0226,0.0195,0.0197,0.6926,0.0538,0.0145,0.0101,0.2113,0.0144,0,0.8092,0.0352,0.0148,0.0062,0.1202,18039,0,18039,6782,7538,NULL,12500,0.2254,0.4591,0.5409,22.54
University of Wisconsin-Eau Claire,Eau Claire,WI,54702-4004,www.uwec.edu,collegeportraits.org/WI/UWEC/costs,44.798431,-91.500432,0.836922511,24,1110,9987,10165,0.8903,0.0068,0.0212,0.0355,0.0033,0.0005,0.0181,0.0232,0.001,0,0,0,0,0,0.0148,0,0.9404,0.007,0.0215,0.0069,0.0094,18013,0,18013,8743,16316,NULL,17245.5,0.2909,0.4053,0.5947,29.09
Tarleton State University,Stephenville,TX,76401-0000,www.tarleton.edu,www.collegeforalltexans.com/apps/CollegeMoney/index.php,32.215665,-98.22008,0.525388385,21,961,10214,6222,0.7081,0.0775,0.1581,0.0098,0.0058,0.0008,0.0295,0.0038,0.0066,0.7688,0.0946,0.0125,0.0093,0.1031,0.0045,0,0.8512,0.0604,0.0079,0.0082,0.0678,17964,0,17964,6516,15204,NULL,12500,0.2166,0.3901,0.6099,21.66
University of Maine at Fort Kent,Fort Kent,ME,04743-1292,www.umfk.maine.edu,www.umfk.maine.edu/admissions/financial_aid/,47.250306,-68.588364,0.74610245,18,899,956,886,0.7437,0.0324,0.0188,0.0063,0.0094,0.0021,0.023,0.1161,0.0481,0,0,0,0,0,0.1377,0,0.8442,0.0045,0.0011,0.0124,0,17932,0,17932,7575,10875,NULL,12500,0.2935,0.2992,0.7008,29.35
Dakota State University,Madison,SD,57042-1799,dsu.edu,dsu.edu/admissions/financial-aid-tuition/net-price-calculator,44.0127,-97.109609,0.841968912,22,1026,1770,1631,0.8418,0.0424,0.0429,0.013,0.0102,0.0023,0.0243,0.013,0.0102,0,0,0,0,0,0.0098,0.0454,0.9129,0.0043,0.0129,0.0086,0.0061,17913,0,17913,7506,9986,NULL,11615,0.1793,0.6169,0.3831,17.93
Auburn University at Montgomery,Montgomery,AL,36117-3596,www.aum.edu,www.aum.edu/admissions/financial-information/price-estimator-calculator,32.369939,-86.177351,0.801695714,22,1009,4304,4098,0.5328,0.3376,0.0074,0.0221,0.0044,0.0016,0.0297,0.0397,0.0246,0.5896,0.3166,0.0156,0.0049,0.012,0.0088,0.0068,0.6318,0.3189,0.0178,0.0046,0.0112,17903,0,17903,9080,19640,NULL,9500,0.0863,0.3648,0.6352,8.63
Southern Polytechnic State University,Marietta,GA,30060-2896,www.spsu.edu/,www.spsu.edu/financialaid/netpricecalculator,33.938992,-84.519276,0.790573112,25,1134,5890,2943,0.5477,0.2081,0.0883,0.0693,0.0015,0.0012,0.0374,0.0309,0.0156,0,0,0,0,0,0.0404,0,0.6748,0.1923,0.0629,0.0024,0.0272,17894,0,17894,5839,17144,NULL,12500,0.105,0.8173,0.1827,10.5
Fitchburg State University,Fitchburg,MA,01420-2697,www.fitchburgstate.edu,www.fitchburgstate.edu/finaid,42.589345,-71.789354,0.723125328,21,1004,4134,3238,0.7458,0.074,0.096,0.022,0.0007,0,0.0293,0.0046,0.0276,0.8297,0.0366,0.0158,0.0018,0.0376,0.0148,0.1668,0.7338,0.0377,0.0161,0.0009,0.03,17894,0,17894,9260,15340,NULL,15000,0.2975,0.4403,0.5597,29.75
Calvary Bible College and Theological Seminary,Kansas City,MO,64147-1341,www.calvary.edu,www.calvary.edu/college/financial-aid/federal-aid-programs/net-price-calculator/,38.838169,-94.546238,1,22,1014,225,224,0.8044,0.1111,0.0311,0.0133,0.0133,0,0.0222,0.0044,0,0,0,0,0,0,0.0045,0.0089,0.8929,0.0804,0.0045,0.0045,0.0045,17891,0,17891,10600,10600,NULL,10000,0.3,0.5067,0.4933,30
Prairie View A & M University,Prairie View,TX,77446,www.pvamu.edu,www.pvamu.edu/faid/cost-of-attendance/,30.094591,-95.992066,0.391269036,18,850,6905,5285,0.0437,0.8589,0.0288,0.0246,0.0028,0.0012,0.0072,0.0149,0.0178,0.0314,0.8837,0.0212,0.0009,0.0446,0.0178,0.0009,0.0269,0.9321,0.0064,0.0002,0.0157,17876,0,17876,9461,20928,NULL,16399,0.2752,0.4097,0.5903,27.52
Louisiana Tech University,Ruston,LA,71272,www.latech.edu,www.latech.edu/financial_aid/netprice/npcalc.htm,32.525518,-92.64964,0.65034965,24,1104,7272,8921,0.705,0.1432,0.0122,0.0099,0.0044,0.0014,0.0206,0.0364,0.0668,0.6584,0.1363,0.0077,0.0037,0.0159,0.0136,0.0404,0.7736,0.1448,0.009,0.0046,0.0141,17862,0,17862,8052,22635,NULL,13125,0.3006,0.5732,0.4268,30.06
University of West Alabama,Livingston,AL,35470,www.uwa.edu,secure.uwa.edu/calculator/npcalc.htm,32.59244,-88.186077,0.719921105,21,990,1916,1595,0.4421,0.4055,0.0224,0.0016,0.0016,0.001,0.013,0.06,0.0527,0,0,0,0,0,0.0075,0,0.5856,0.3969,0.0019,0.0038,0.0044,17839,0,17839,8018,14886,NULL,12500,0.1951,0.441,0.559,19.51
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,www.uwlax.edu,www.uwlax.edu/finaid/Net-price-calculator/,43.815295,-91.230149,0.762936611,25,1145,9492,8465,0.8964,0.0075,0.0294,0.0239,0.002,0.0007,0.0219,0.0171,0.0011,0,0,0,0,0,0.0135,0,0.9375,0.0102,0.0208,0.0066,0.0115,17828,0,17828,8795,16368,NULL,18098,0.3243,0.4348,0.5652,32.43
Colorado State University-Pueblo,Pueblo,CO,81001-4901,www.csupueblo.edu,www.csupueblo.edu/IR/NetPriceCalculator/Pages/default.aspx,38.309219,-104.579846,0.92776204,21,971,4227,5303,0.4987,0.0785,0.3196,0.0135,0.0064,0.0014,0.0388,0.0189,0.0241,0.5476,0.0911,0.0294,0.0158,0.2533,0.0322,0.0624,0.5961,0.0462,0.0226,0.0128,0.2276,17795,0,17795,7834,18775,NULL,12250,0.1597,0.4753,0.5247,15.97
University of Nevada-Las Vegas,Las Vegas,NV,89154,www.unlv.edu/,cashiering.unlv.edu/undergrad_calc.html,36.106994,-115.141153,0.868925486,22,1000,23329,17327,0.3663,0.0763,0.2517,0.1549,0.0029,0.0144,0.0874,0.036,0.0101,0,0,0,0,0,0.0495,0.0597,0.5997,0.0716,0.1197,0.0089,0.091,17781,0,17781,6710,20620,NULL,11377,0.1398,0.4456,0.5544,13.98
California State University-Long Beach,Long Beach,CA,90840-0115,www.csulb.edu,www.csumentor.edu/finaid/pais/,33.782752,-118.1123,0.35459335,23,1054,31494,25153,0.1998,0.038,0.3791,0.2318,0.005,0.0039,0.0458,0.0571,0.0395,0.288,0.0489,0.2369,0.0058,0.2905,0.0534,0.11,0.3246,0.0688,0.2169,0.0069,0.2194,17779,0,17779,6452,17612,NULL,13750,0.149,0.4361,0.5639,14.9
University of Michigan-Dearborn,Dearborn,MI,48128-1491,www.umd.umich.edu/,www.umd.umich.edu/692585/,42.317287,-83.231417,0.626658973,24,1105,6906,6615,0.6994,0.0986,0.0565,0.064,0.0045,0.0006,0.0282,0.0145,0.0337,0.6388,0.1054,0.0579,0.0048,0.0327,0.02,0.0779,0.7448,0.0738,0.0559,0.0059,0.0218,17766,0,17766,10952,23150,NULL,18750,0.1602,0.508,0.492,16.02
Trinity Baptist College,Jacksonville,FL,32221,www.tbc.edu,media.tbc.org/NetPriceCalculator/npcalc.htm,30.323755,-81.705655,0.63681592,19,899,352,362,0.6278,0.2244,0.0881,0.017,0.0114,0.0028,0.0085,0,0.0199,0.8571,0.102,0.0041,0,0.0204,0.0138,0,0.9254,0.0359,0.0166,0,0.0083,17757,0,17757,10110,10110,NULL,5500,0.3108,0.6278,0.3722,31.08
The University of West Florida,Pensacola,FL,32514-5750,uwf.edu,uwf.edu/npcalc/npcalc.cfm,30.542855,-87.218125,0.416674968,24,1065,9794,6753,0.6625,0.1244,0.0887,0.0299,0.0061,0.0035,0.0473,0.0181,0.0195,0.7579,0.1021,0.052,0.0128,0.0585,0.0145,0.0158,0.7837,0.0909,0.0495,0.0102,0.0354,17697,0,17697,6360,19241,NULL,12500,0.2689,0.4253,0.5747,26.89
Central State University,Wilberforce,OH,45384-1004,www.centralstate.edu,www.centralstate.edu/prospects/financial_aid/Price_Calculator/npcalc.htm,39.716465,-83.876795,0.377187079,17,804,1728,1075,0.0139,0.9543,0.0069,0.0006,0.0017,0,0.0087,0.0041,0.0098,0.0158,0.9545,0.0013,0.0013,0.0075,0.0074,0.0251,0.0158,0.9479,0.0037,0,0,17695,0,17695,6246,13928,NULL,18903.5,0.1115,0.4647,0.5353,11.15
California State University-San Marcos,San Marcos,CA,92096-0001,www.csusm.edu,www.csumentor.edu/finaid/pais/,33.129115,-117.158013,0.618009036,20,948,11506,5005,0.323,0.0342,0.3965,0.0983,0.0041,0.0042,0.0542,0.0245,0.0611,0.4593,0.0305,0.1113,0.0077,0.2707,0.0198,0.1291,0.5301,0.0306,0.0941,0.0106,0.1858,17692,0,17692,7169,18329,NULL,12500,0.1219,0.3957,0.6043,12.19
Northwestern State University of Louisiana,Natchitoches,LA,71497-0002,www.nsula.edu/,www.collegeportraits.org/LA/NSUL/costs,31.750675,-93.097715,0.729834791,22,1027,6828,8270,0.5513,0.3011,0.0502,0.0066,0.0133,0.001,0.035,0.0105,0.0309,0.582,0.3012,0.0101,0.0208,0.0211,0.0042,0.0469,0.6464,0.2513,0.0088,0.0222,0.0201,17659,0,17659,6863,17651,NULL,12500,0.2068,0.3147,0.6853,20.68
Concordia College Alabama,Selma,AL,36701,www.ccal.edu/,www.ccal.edu/netprice/netprice/,32.42443,-87.023531,0.532846715,21,942,322,532,0.028,0.8758,0.0373,0.0093,0,0,0.0031,0.0466,0,0.0176,0.9296,0.0018,0,0.007,0.062,0,0.0432,0.8947,0,0,0,17603,0,17603,10320,10320,NULL,9500,0.0536,0.559,0.441,5.36
West Virginia University,Morgantown,WV,26506-6201,www.wvu.edu/,financialaid.wvu.edu/net-price-calculator,39.63468,-79.953926,0.847189911,24,1065,21945,15463,0.814,0.0458,0.0356,0.0156,0.0014,0.0008,0.0335,0.0505,0.0028,0,0,0,0,0,0.0199,0,0.9053,0.0424,0.0173,0.0035,0.0118,17585,0,17585,6960,20242,NULL,14063,0.3298,0.5467,0.4533,32.98
Florida Gulf Coast University,Fort Myers,FL,33965-6565,www.fgcu.edu,www.fgcu.edu/AS/FinancialAid/Undergraduate/npcalc1.html,26.464262,-81.773578,0.588833224,23,1059,13253,2977,0.6615,0.0754,0.1895,0.0156,0.0021,0.0014,0.0266,0.0162,0.0117,0.7594,0.0507,0.0216,0.0083,0.1388,0.0074,0.0212,0.8223,0.044,0.0148,0.006,0.0843,17539,0,17539,6118,25162,NULL,11786,0.2357,0.4428,0.5572,23.57
